x, y
-2.810000,0.344305
-2.800000,0.355530
-2.790000,0.366834
-2.780000,0.378222
-2.770000,0.389697
-2.760000,0.401261
-2.750000,0.412918
-2.740000,0.424672
-2.730000,0.436526
-2.720000,0.448484
-2.710000,0.460550
-2.700000,0.472728
-2.690000,0.485021
-2.680000,0.497434
-2.670000,0.509971
-2.660000,0.522637
-2.650000,0.535436
-2.640000,0.548372
-2.630000,0.561452
-2.620000,0.574679
-2.610000,0.588058
-2.600000,0.601597
-2.590000,0.615299
-2.580000,0.629170
-2.570000,0.643218
-2.560000,0.657447
-2.550000,0.671865
-2.540000,0.686477
-2.530000,0.701292
-2.520000,0.716316
-2.510000,0.731557
-2.500000,0.747022
-2.490000,0.762721
-2.480000,0.778660
-2.470000,0.794850
-2.460000,0.811299
-2.450000,0.828017
-2.440000,0.845015
-2.430000,0.862302
-2.420000,0.879890
-2.410000,0.897790
-2.400000,0.916014
-2.390000,0.934576
-2.380000,0.953487
-2.370000,0.972763
-2.360000,0.992418
-2.350000,1.012466
-2.340000,1.032925
-2.330000,1.053811
-2.320000,1.075142
-2.310000,1.096936
-2.300000,1.119214
-2.290000,1.141996
-2.280000,1.165304
-2.270000,1.189162
-2.260000,1.213595
-2.250000,1.238628
-2.240000,1.264288
-2.230000,1.290606
-2.220000,1.317612
-2.210000,1.345340
-2.200000,1.373823
-2.190000,1.403100
-2.180000,1.433211
-2.170000,1.464197
-2.160000,1.496104
-2.150000,1.528980
-2.140000,1.562877
-2.130000,1.597851
-2.120000,1.633960
-2.110000,1.671269
-2.100000,1.709847
-2.090000,1.749766
-2.080000,1.791108
-2.070000,1.833957
-2.060000,1.878408
-2.050000,1.924561
-2.040000,1.972525
-2.030000,2.022419
-2.020000,2.074373
-2.010000,2.128529
-2.000000,2.185040
-1.990000,2.244076
-1.980000,2.305822
-1.970000,2.370484
-1.960000,2.438285
-1.950000,2.509476
-1.940000,2.584331
-1.930000,2.663159
-1.920000,2.746300
-1.910000,2.834137
-1.900000,2.927098
-1.890000,3.025665
-1.880000,3.130383
-1.870000,3.241870
-1.860000,3.360828
-1.850000,3.488060
-1.840000,3.624489
-1.830000,3.771179
-1.820000,3.929368
-1.810000,4.100497
-1.800000,4.286262
-1.790000,4.488664
-1.780000,4.710092
-1.770000,4.953410
-1.760000,5.222091
-1.750000,5.520380
-1.740000,5.853528
-1.730000,6.228104
-1.720000,6.652439
-1.710000,7.137257
-1.700000,7.696602
-1.690000,8.349231
-1.680000,9.120771
-1.670000,10.047182
-1.660000,11.180550
-1.650000,12.599265
-1.640000,14.427025
-1.630000,16.871105
-1.620000,20.307282
-1.610000,25.494745
-1.600000,34.232533
-1.590000,52.066970
-1.580000,108.649204
-1.570000,-1255.765575
-1.560000,-92.620496
-1.550000,-48.078483
-1.540000,-32.461139
-1.530000,-24.498410
-1.520000,-19.669528
-1.510000,-16.428092
-1.500000,-14.101420
-1.490000,-12.349856
-1.480000,-10.983379
-1.470000,-9.887375
-1.460000,-8.988608
-1.450000,-8.238093
-1.440000,-7.601826
-1.430000,-7.055464
-1.420000,-6.581120
-1.410000,-6.165356
-1.400000,-5.797884
-1.390000,-5.470689
-1.380000,-5.177437
-1.370000,-4.913058
-1.360000,-4.673441
-1.350000,-4.455222
-1.340000,-4.255618
-1.330000,-4.072310
-1.320000,-3.903348
-1.310000,-3.747081
-1.300000,-3.602102
-1.290000,-3.467206
-1.280000,-3.341350
-1.270000,-3.223633
-1.260000,-3.113269
-1.250000,-3.009570
-1.240000,-2.911930
-1.230000,-2.819816
-1.220000,-2.732754
-1.210000,-2.650325
-1.200000,-2.572152
-1.190000,-2.497899
-1.180000,-2.427266
-1.170000,-2.359981
-1.160000,-2.295799
-1.150000,-2.234497
-1.140000,-2.175875
-1.130000,-2.119750
-1.120000,-2.065955
-1.110000,-2.014338
-1.100000,-1.964760
-1.090000,-1.917092
-1.080000,-1.871217
-1.070000,-1.827028
-1.060000,-1.784425
-1.050000,-1.743315
-1.040000,-1.703615
-1.030000,-1.665244
-1.020000,-1.628130
-1.010000,-1.592206
-1.000000,-1.557408
-0.990000,-1.523677
-0.980000,-1.490958
-0.970000,-1.459201
-0.960000,-1.428358
-0.950000,-1.398383
-0.940000,-1.369235
-0.930000,-1.340874
-0.920000,-1.313264
-0.910000,-1.286369
-0.900000,-1.260158
-0.890000,-1.234600
-0.880000,-1.209664
-0.870000,-1.185325
-0.860000,-1.161556
-0.850000,-1.138333
-0.840000,-1.115632
-0.830000,-1.093433
-0.820000,-1.071714
-0.810000,-1.050455
-0.800000,-1.029639
-0.790000,-1.009246
-0.780000,-0.989262
-0.770000,-0.969668
-0.760000,-0.950452
-0.750000,-0.931597
-0.740000,-0.913090
-0.730000,-0.894918
-0.720000,-0.877068
-0.710000,-0.859529
-0.700000,-0.842288
-0.690000,-0.825336
-0.680000,-0.808661
-0.670000,-0.792254
-0.660000,-0.776105
-0.650000,-0.760204
-0.640000,-0.744544
-0.630000,-0.729115
-0.620000,-0.713909
-0.610000,-0.698919
-0.600000,-0.684137
-0.590000,-0.669556
-0.580000,-0.655168
-0.570000,-0.640969
-0.560000,-0.626950
-0.550000,-0.613105
-0.540000,-0.599430
-0.530000,-0.585917
-0.520000,-0.572562
-0.510000,-0.559359
-0.500000,-0.546303
-0.490000,-0.533388
-0.480000,-0.520611
-0.470000,-0.507966
-0.460000,-0.495449
-0.450000,-0.483055
-0.440000,-0.470781
-0.430000,-0.458621
-0.420000,-0.446573
-0.410000,-0.434631
-0.400000,-0.422793
-0.390000,-0.411055
-0.380000,-0.399413
-0.370000,-0.387863
-0.360000,-0.376403
-0.350000,-0.365029
-0.340000,-0.353737
-0.330000,-0.342525
-0.320000,-0.331389
-0.310000,-0.320328
-0.300000,-0.309336
-0.290000,-0.298413
-0.280000,-0.287554
-0.270000,-0.276758
-0.260000,-0.266022
-0.250000,-0.255342
